,Distance
0,0.6106195449829102
1,0.5102654695510864
2,0.34455129504203796
3,0.5018829703330994
4,0.520266056060791
5,0.4027421474456787
6,0.23803037405014038
7,0.47651204466819763
8,0.15789711475372314
9,0.5666324496269226
10,0.5253280401229858
11,0.5150400996208191
12,0.4984729588031769
13,0.5356333255767822
14,0.5443010330200195
15,0.4928257167339325
16,0.4307175874710083
17,0.616473376750946
18,0.5113275051116943
19,0.6473355889320374
20,0.5248029828071594
21,0.5893245339393616
22,0.5506508946418762
23,0.5125334858894348
24,0.24405929446220398
25,0.3808412253856659
26,0.4896432161331177
27,0.5920873880386353
28,0.5906006693840027
29,0.5198632478713989
30,0.35308384895324707
31,0.34964999556541443
32,0.41868916153907776
33,0.2046361267566681
34,0.5590707659721375
35,0.5354470610618591
36,0.5068400502204895
37,0.5994535088539124
38,0.3884933888912201
39,0.40167123079299927
40,0.575028657913208
41,0.5172993540763855
42,0.5861649513244629
43,0.2863216996192932
44,0.5567255616188049
45,0.6984134912490845
46,0.46528273820877075
47,0.16014057397842407
48,0.5418823957443237
49,0.44328823685646057
50,0.5324455499649048
51,0.46418455243110657
52,0.5841837525367737
53,0.5250228643417358
54,0.4444686472415924
55,0.6648633480072021
56,0.4512075185775757
57,0.5307366847991943
58,0.33712339401245117
59,0.2810145914554596
60,0.5922608971595764
61,0.4661906063556671
62,0.3139999210834503
63,0.5200101733207703
64,0.28255680203437805
65,0.6958324909210205
66,0.5372148156166077
67,0.5022455453872681
68,0.5950896143913269
69,0.5952165722846985
70,0.5364100337028503
71,0.4204341471195221
72,0.6169246435165405
73,0.47081857919692993
74,0.639182984828949
75,0.26976698637008667
76,0.5992275476455688
77,0.5815681219100952
78,0.48229095339775085
79,0.3301227390766144
80,0.3851723372936249
81,0.29828599095344543
82,0.5306439995765686
83,0.3407303988933563
84,0.5279737710952759
85,0.5917426347732544
86,0.2749533951282501
87,0.14496095478534698
88,0.6174312233924866
89,0.170458123087883
90,0.5196221470832825
91,0.4164923131465912
92,0.6900727152824402
93,0.519447922706604
94,0.3935382664203644
95,0.2560630142688751
96,0.28621992468833923
97,0.4167965352535248
98,0.4292493462562561
99,0.4690135419368744
100,0.5741349458694458
101,0.43256646394729614
102,0.4980432689189911
103,0.5281165838241577
104,0.6088979244232178
105,0.1228504553437233
106,0.25735458731651306
107,0.46211183071136475
108,0.4853162169456482
109,0.43662723898887634
110,0.5655810832977295
111,0.5330808162689209
112,0.22997665405273438
113,0.19430014491081238
114,0.4565121531486511
115,0.4871552288532257
116,0.15605886280536652
117,0.5231431126594543
118,0.45474523305892944
119,0.4565766453742981
120,0.6005764603614807
121,0.5652486085891724
122,0.5393223762512207
123,0.5241149067878723
124,0.480464369058609
125,0.5108025670051575
126,0.4804554283618927
127,0.38942277431488037
128,0.5602438449859619
129,0.43236857652664185
130,0.34345269203186035
131,0.45520690083503723
132,0.3576849400997162
133,0.46721023321151733
134,0.4676518738269806
135,0.6851125359535217
136,0.4757198393344879
137,0.7006657719612122
138,0.4173721671104431
139,0.4087596833705902
140,0.5990960597991943
141,0.6408661603927612
142,0.5036519169807434
143,0.5122349262237549
144,0.6654051542282104
145,0.6159210205078125
146,0.4379791021347046
147,0.35987648367881775
148,0.5025779604911804
149,0.5167571902275085
150,0.13863582909107208
151,0.47936514019966125
152,0.6206842660903931
153,0.4862140715122223
154,0.7238280773162842
155,0.5666425228118896
156,0.4567312002182007
157,0.24409183859825134
158,0.3732713758945465
159,0.5124249458312988
160,0.1293162852525711
161,0.4940418601036072
162,0.5061140656471252
163,0.4790850877761841
164,0.4433787763118744
165,0.20832547545433044
166,0.17755167186260223
167,0.6103132367134094
168,0.5518229007720947
169,0.48881062865257263
170,0.5189616084098816
171,0.5080553889274597
172,0.38483574986457825
173,0.4550745189189911
174,0.577725350856781
175,0.5820380449295044
176,0.5429835319519043
177,0.5073925852775574
178,0.3507724404335022
179,0.5584044456481934
180,0.60627281665802
181,0.3617129921913147
182,0.6572973728179932
183,0.2163262516260147
184,0.5042503476142883
185,0.45440003275871277
186,0.42835164070129395
187,0.6038243770599365
188,0.4474426209926605
189,0.4489363133907318
190,0.3909999132156372
191,0.21433697640895844
192,0.6031139492988586
193,0.48449721932411194
194,0.7308782935142517
195,0.4133855998516083
196,0.5119507908821106
197,0.4794174134731293
198,0.5460687279701233
199,0.5197157263755798
200,0.508424699306488
201,0.13956402242183685
202,0.675039529800415
203,0.16921895742416382
204,0.39999115467071533
205,0.5629243850708008
206,0.6197905540466309
207,0.5410112738609314
208,0.32505524158477783
209,0.5992943048477173
210,0.2352699637413025
211,0.613793134689331
212,0.29431208968162537
213,0.4752807319164276
214,0.4591517448425293
215,0.5068650841712952
216,0.6029151678085327
217,0.47967201471328735
218,0.3022058606147766
219,0.6020670533180237
220,0.6897593140602112
221,0.6291763186454773
222,0.5748993158340454
223,0.2888356149196625
224,0.20613627135753632
225,0.4173610508441925
226,0.5674826502799988
227,0.5863627791404724
228,0.5666529536247253
229,0.5891469717025757
230,0.5278350710868835
231,0.27874088287353516
232,0.20732921361923218
233,0.5212635397911072
234,0.5476781129837036
235,0.1743316799402237
236,0.5510153770446777
237,0.586742639541626
238,0.5274245142936707
239,0.2858410179615021
240,0.553738534450531
241,0.5834015011787415
242,0.5512458086013794
243,0.5399622321128845
244,0.29153233766555786
245,0.3352193832397461
246,0.4843563735485077
247,0.7210870385169983
248,0.19388273358345032
249,0.44849345088005066
250,0.2311948984861374
251,0.1888323575258255
252,0.4927402436733246
253,0.5431142449378967
254,0.46851617097854614
255,0.15943847596645355
256,0.3570927083492279
257,0.41249924898147583
258,0.5049426555633545
259,0.3853580057621002
260,0.5275158286094666
261,0.2742200493812561
262,0.5666052103042603
263,0.409790962934494
264,0.5083589553833008
265,0.24148626625537872
266,0.4362010955810547
267,0.5253136157989502
268,0.4871753454208374
269,0.27198225259780884
270,0.27450570464134216
271,0.4706377387046814
272,0.6748920679092407
273,0.6128731966018677
274,0.4224913418292999
275,0.3239850699901581
276,0.4959884285926819
277,0.49194201827049255
278,0.2621186375617981
279,0.25732746720314026
280,0.1314106285572052
281,0.28063714504241943
282,0.6334517002105713
283,0.5344616770744324
284,0.5272652506828308
285,0.5727372169494629
286,0.17687061429023743
287,0.535183310508728
288,0.38932278752326965
289,0.4563665986061096
290,0.4408247172832489
291,0.14390528202056885
292,0.5697629451751709
293,0.42762303352355957
294,0.5711081624031067
295,0.23583264648914337
296,0.5231514573097229
297,0.3964364230632782
298,0.1514933556318283
299,0.23227769136428833
300,0.42507684230804443
301,0.15844853222370148
302,0.5253326892852783
303,0.49657365679740906
304,0.5750150084495544
305,0.14025941491127014
306,0.21748045086860657
307,0.4817359447479248
308,0.25941118597984314
309,0.6118805408477783
310,0.5140232443809509
311,0.20455820858478546
312,0.6630379557609558
313,0.5632249712944031
314,0.525765061378479
315,0.24789273738861084
316,0.5460970997810364
